Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
166,28000.0,6500.0,Self-employed,63.0,Married,1.0,762.0,2.0,1.5,90000.0,12340000.0,7360000.0,300.0,Home,Semiurban,Not Graduate,Male,Private,No
167,110500.0,18000.0,Self-employed,41.0,Single,0.0,770.0,0.0,0.682,545000.0,4610000.0,4125000.0,60.0,Business,Rural,Graduate,Female,Government,Yes
168,73500.0,0.0,Self-employed,65.0,Single,3.0,671.0,1.0,0.46,350000.0,3445000.0,3075000.0,240.0,Home,Rural,Not Graduate,Male,Other,Yes
169,49000.0,5000.0,Salaried,33.0,Married,2.0,798.0,4.0,0.308,495000.0,725000.0,680000.0,120.0,Education,Semiurban,Not Graduate,Male,Private,Yes
170,53500.0,12500.0,Salaried,55.0,Single,2.0,720.0,4.0,0.825,485000.0,4390000.0,3375000.0,120.0,Home,Urban,Graduate,Male,Government,No
171,33500.0,2000.0,Contract,25.0,Married,1.0,633.0,3.0,0.85,185000.0,15000.0,1770000.0,120.0,Education,Semiurban,Graduate,Male,Public,No
172,77000.0,19000.0,Unemployed,25.0,Married,1.0,666.0,1.0,0.224,405000.0,285000.0,705000.0,60.0,Business,Urban,Not Graduate,Female,Private,Yes
173,39000.0,11000.0,Salaried,21.0,Single,0.0,764.0,1.0,0.159,520000.0,825000.0,575000.0,180.0,Business,Semiurban,Graduate,Female,Private,Yes
174,22000.0,0.0,Contract,61.0,Single,2.0,750.0,4.0,1.5,160000.0,590000.0,1900000.0,60.0,Personal,Semiurban,Graduate,Female,Government,No
175,21000.0,6000.0,Unemployed,51.0,Married,1.0,621.0,0.0,0.178,290000.0,230000.0,260000.0,72.0,Personal,Semiurban,Graduate,Female,Private,No
176,62500.0,10000.0,Salaried,54.0,Married,0.0,681.0,2.0,0.56,675000.0,65000.0,1325000.0,60.0,Education,Urban,Graduate,Male,Private,No
177,180000.0,117000.0,Self-employed,62.0,Married,1.0,703.0,1.0,0.097,655000.0,625000.0,790000.0,60.0,Car,Semiurban,Graduate,Male,Public,Yes
178,62000.0,24000.0,Self-employed,35.0,Single,3.0,657.0,1.0,0.22,180000.0,985000.0,810000.0,72.0,Car,Semiurban,Not Graduate,Male,Private,No
179,50500.0,19500.0,Salaried,53.0,Married,1.0,843.0,3.0,1.5,0.0,21180000.0,11805000.0,300.0,Home,Urban,Graduate,Female,Public,No
180,68000.0,2000.0,Salaried,43.0,Married,1.0,705.0,5.0,0.522,710000.0,25000.0,465000.0,36.0,Personal,Urban,Not Graduate,Male,Private,No
181,146500.0,54000.0,Salaried,45.0,Married,2.0,686.0,3.0,0.212,470000.0,65000.0,365000.0,24.0,Personal,Urban,Graduate,Male,Public,Yes
182,65000.0,13000.0,Self-employed,50.0,Single,3.0,767.0,2.0,0.299,525000.0,855000.0,755000.0,60.0,Car,Rural,Graduate,Female,Private,Yes
183,40500.0,0.0,Salaried,42.0,Married,2.0,666.0,2.0,0.708,305000.0,3030000.0,2280000.0,300.0,Home,Semiurban,Graduate,Male,Private,Yes
184,126000.0,61500.0,Self-employed,22.0,Single,3.0,755.0,4.0,0.27,1385000.0,125000.0,275000.0,72.0,Personal,Semiurban,Not Graduate,Male,Private,Yes
185,76000.0,7000.0,Self-employed,24.0,Married,0.0,582.0,2.0,0.206,875000.0,145000.0,670000.0,180.0,Education,Semiurban,Not Graduate,Male,Private,Yes
186,174000.0,81500.0,Self-employed,43.0,Married,3.0,661.0,2.0,0.306,75000.0,2325000.0,2235000.0,60.0,Personal,Rural,Graduate,Male,Government,Yes
187,63000.0,13500.0,Salaried,46.0,Married,3.0,758.0,3.0,0.546,135000.0,2085000.0,3540000.0,240.0,Business,Semiurban,Not Graduate,Male,Private,No
188,22000.0,0.0,Salaried,53.0,Married,1.0,792.0,1.0,1.145,170000.0,2780000.0,2610000.0,300.0,Home,Urban,Graduate,Female,Private,No
189,19500.0,2000.0,Salaried,46.0,Married,2.0,640.0,0.0,1.5,215000.0,430000.0,1210000.0,24.0,Personal,Urban,Graduate,Female,Private,No
190,189500.0,46500.0,Salaried,29.0,Married,0.0,632.0,4.0,0.193,1515000.0,20000.0,120000.0,24.0,Personal,Urban,Not Graduate,Male,Government,No
191,200500.0,71500.0,Salaried,37.0,Married,1.0,727.0,2.0,0.256,1340000.0,1020000.0,1725000.0,72.0,Personal,Rural,Graduate,Female,Government,Yes
192,48000.0,14000.0,Salaried,40.0,Married,0.0,650.0,0.0,0.855,525000.0,1890000.0,2090000.0,48.0,Car,Semiurban,Not Graduate,Female,Government,No
193,41500.0,15000.0,Salaried,65.0,Married,0.0,673.0,1.0,1.5,100000.0,21120000.0,15000000.0,360.0,Home,Semiurban,Graduate,Female,Government,No
194,164500.0,19000.0,Self-employed,44.0,Married,4.0,747.0,5.0,0.553,40000.0,505000.0,1245000.0,36.0,Personal,Semiurban,Not Graduate,Female,Government,No
195,24000.0,5000.0,Salaried,49.0,Married,0.0,655.0,2.0,1.5,185000.0,4650000.0,5075000.0,240.0,Home,Rural,Graduate,Female,Government,No
196,28000.0,4500.0,Salaried,54.0,Married,2.0,562.0,2.0,1.331,160000.0,2550000.0,2085000.0,72.0,Car,Rural,Graduate,Male,Private,No
197,89000.0,26500.0,Contract,37.0,Single,1.0,605.0,0.0,0.056,935000.0,340000.0,605000.0,180.0,Education,Semiurban,Graduate,Male,Private,No
198,41000.0,2000.0,Salaried,64.0,Single,1.0,691.0,5.0,0.938,165000.0,2805000.0,2500000.0,360.0,Home,Urban,Not Graduate,Male,Other,No
199,55000.0,5000.0,Contract,51.0,Single,1.0,569.0,4.0,0.479,400000.0,10000.0,470000.0,24.0,Personal,Urban,Graduate,Male,Public,No
200,48500.0,28000.0,Self-employed,59.0,Married,1.0,671.0,2.0,0.679,425000.0,1130000.0,1715000.0,48.0,Personal,Semiurban,Graduate,Female,Government,Yes
201,71000.0,8000.0,Salaried,54.0,Single,2.0,600.0,1.0,0.21,260000.0,600000.0,515000.0,60.0,Car,Rural,Graduate,Male,Private,No
202,158000.0,26500.0,Contract,48.0,Single,4.0,797.0,3.0,0.166,240000.0,2240000.0,1545000.0,360.0,Home,Semiurban,Graduate,Male,Private,Yes
203,59000.0,5000.0,Contract,22.0,Married,1.0,831.0,3.0,0.424,595000.0,535000.0,620000.0,36.0,Personal,Urban,Graduate,Female,Private,Yes
204,89000.0,12500.0,Self-employed,47.0,Married,4.0,621.0,3.0,0.393,410000.0,305000.0,1775000.0,120.0,Education,Semiurban,Not Graduate,Female,Private,No
205,15000.0,1500.0,Salaried,26.0,Single,2.0,707.0,5.0,0.75,100000.0,285000.0,265000.0,36.0,Personal,Semiurban,Graduate,Male,Private,No
206,53000.0,17000.0,Salaried,48.0,Single,2.0,628.0,2.0,0.505,415000.0,1150000.0,1390000.0,72.0,Car,Urban,Graduate,Female,Private,No
207,29000.0,2000.0,Salaried,52.0,Single,0.0,670.0,1.0,1.5,185000.0,505000.0,1715000.0,36.0,Personal,Rural,Graduate,Male,Private,No
208,22000.0,5500.0,Self-employed,45.0,Single,0.0,807.0,2.0,1.5,0.0,5425000.0,5630000.0,240.0,Business,Semiurban,Graduate,Male,Private,No
209,28500.0,9500.0,Salaried,34.0,Single,3.0,660.0,3.0,1.445,245000.0,3805000.0,4725000.0,180.0,Home,Urban,Graduate,Male,Private,No
210,43000.0,0.0,Salaried,23.0,Single,2.0,671.0,1.0,0.724,295000.0,4025000.0,3240000.0,300.0,Home,Urban,Graduate,Female,Public,Yes
211,109500.0,6000.0,Salaried,51.0,Married,1.0,629.0,1.0,0.484,710000.0,515000.0,2385000.0,60.0,Personal,Semiurban,Graduate,Male,Other,Yes
212,20500.0,2000.0,Salaried,52.0,Married,3.0,765.0,3.0,0.971,215000.0,415000.0,505000.0,36.0,Personal,Semiurban,Not Graduate,Male,Private,No
213,56500.0,17000.0,Salaried,42.0,Single,1.0,478.0,2.0,0.696,0.0,1915000.0,1660000.0,48.0,Car,Urban,Graduate,Female,Public,No
214,38500.0,9500.0,Salaried,53.0,Married,2.0,661.0,3.0,1.5,380000.0,21235000.0,15000000.0,300.0,Home,Semiurban,Graduate,Female,Public,No
215,43000.0,9500.0,Contract,56.0,Married,1.0,687.0,0.0,1.232,550000.0,8700000.0,7120000.0,300.0,Home,Semiurban,Graduate,Male,Private,No
216,116500.0,42500.0,Salaried,44.0,Married,3.0,647.0,1.0,0.089,625000.0,415000.0,470000.0,72.0,Car,Urban,Not Graduate,Male,Government,Yes
217,82500.0,24000.0,Salaried,23.0,Married,0.0,746.0,1.0,0.129,920000.0,1985000.0,1220000.0,300.0,Home,Semiurban,Not Graduate,Female,Public,Yes
218,150000.0,7500.0,Salaried,60.0,Married,0.0,768.0,3.0,0.304,445000.0,745000.0,740000.0,48.0,Car,Semiurban,Graduate,Female,Private,Yes
219,49000.0,0.0,Salaried,42.0,Single,2.0,598.0,3.0,0.581,240000.0,1420000.0,1425000.0,84.0,Car,Urban,Graduate,Male,Private,No
220,32500.0,4500.0,Self-employed,51.0,Married,0.0,826.0,2.0,1.5,325000.0,4670000.0,5110000.0,180.0,Home,Urban,Graduate,Male,Private,No
221,46500.0,18500.0,Salaried,61.0,Married,4.0,597.0,2.0,1.339,495000.0,3140000.0,3780000.0,60.0,Car,Urban,Not Graduate,Male,Private,No
222,66000.0,11000.0,Unemployed,37.0,Married,2.0,774.0,0.0,0.341,520000.0,2165000.0,2720000.0,240.0,Business,Semiurban,Graduate,Female,Government,Yes
223,63000.0,16500.0,Unemployed,48.0,Single,0.0,700.0,3.0,0.269,95000.0,590000.0,770000.0,180.0,Education,Rural,Graduate,Male,Other,No
224,24500.0,6000.0,Contract,21.0,Single,0.0,657.0,5.0,0.752,230000.0,2195000.0,1335000.0,180.0,Home,Semiurban,Graduate,Female,Private,No
225,59000.0,9500.0,Contract,60.0,Single,3.0,663.0,3.0,0.889,280000.0,1580000.0,1445000.0,36.0,Personal,Rural,Graduate,Male,Private,No
226,65500.0,15500.0,Salaried,23.0,Married,2.0,688.0,1.0,0.338,335000.0,1560000.0,1790000.0,120.0,Business,Urban,Graduate,Female,Private,Yes
227,363500.0,66000.0,Self-employed,45.0,Married,3.0,704.0,2.0,0.154,360000.0,330000.0,340000.0,48.0,Car,Semiurban,Graduate,Male,Government,Yes
228,224500.0,82500.0,Salaried,36.0,Single,0.0,630.0,1.0,0.143,480000.0,5585000.0,3565000.0,360.0,Home,Semiurban,Not Graduate,Female,Private,No
229,29000.0,0.0,Self-employed,22.0,Single,3.0,675.0,0.0,0.47,165000.0,1680000.0,1500000.0,300.0,Home,Semiurban,Not Graduate,Male,Private,No
230,44500.0,10500.0,Salaried,41.0,Married,1.0,640.0,0.0,0.314,185000.0,695000.0,680000.0,48.0,Car,Rural,Graduate,Male,Private,Yes
231,18500.0,0.0,Salaried,63.0,Single,2.0,611.0,0.0,0.902,40000.0,750000.0,1005000.0,84.0,Education,Semiurban,Graduate,Male,Private,No
232,35500.0,2000.0,Salaried,28.0,Single,1.0,637.0,1.0,0.277,0.0,500000.0,760000.0,180.0,Business,Semiurban,Not Graduate,Male,Other,Yes
233,69500.0,2000.0,Self-employed,34.0,Married,0.0,615.0,3.0,0.409,540000.0,805000.0,1135000.0,180.0,Business,Rural,Not Graduate,Male,Other,No
234,136000.0,22000.0,Self-employed,29.0,Married,4.0,663.0,1.0,0.187,1295000.0,2150000.0,1860000.0,240.0,Home,Rural,Not Graduate,Female,Government,No
235,32000.0,3000.0,Salaried,26.0,Married,4.0,718.0,3.0,0.648,355000.0,590000.0,565000.0,36.0,Car,Rural,Not Graduate,Female,Private,Yes
236,33500.0,0.0,Salaried,31.0,Married,1.0,698.0,4.0,0.577,120000.0,1590000.0,1485000.0,240.0,Home,Urban,Graduate,Male,Private,No
237,15000.0,3000.0,Salaried,46.0,Single,4.0,818.0,2.0,1.243,100000.0,2340000.0,2320000.0,300.0,Home,Urban,Graduate,Male,Other,No
238,48500.0,0.0,Self-employed,56.0,Married,0.0,546.0,2.0,0.494,155000.0,1550000.0,1635000.0,360.0,Home,Semiurban,Graduate,Male,Public,No
239,25000.0,11000.0,Salaried,52.0,Single,0.0,721.0,3.0,1.047,305000.0,4060000.0,3145000.0,180.0,Business,Semiurban,Graduate,Female,Private,No
240,37000.0,9000.0,Salaried,55.0,Single,0.0,690.0,0.0,0.792,420000.0,6995000.0,4150000.0,360.0,Home,Urban,Graduate,Male,Public,Yes
241,28500.0,5500.0,Self-employed,53.0,Single,1.0,743.0,2.0,1.152,235000.0,1460000.0,1465000.0,48.0,Personal,Urban,Graduate,Male,Private,No
242,51000.0,6500.0,Self-employed,38.0,Married,0.0,737.0,2.0,1.031,145000.0,2465000.0,2730000.0,72.0,Personal,Semiurban,Graduate,Male,Private,No
243,15000.0,2000.0,Contract,61.0,Married,1.0,679.0,3.0,1.5,95000.0,5835000.0,6225000.0,240.0,Home,Urban,Graduate,Male,Private,No
244,18500.0,0.0,Self-employed,28.0,Married,0.0,701.0,3.0,0.97,35000.0,80000.0,750000.0,60.0,Personal,Semiurban,Not Graduate,Male,Private,No
245,271500.0,20500.0,Unemployed,52.0,Single,2.0,642.0,3.0,0.38,1925000.0,8530000.0,6565000.0,300.0,Home,Urban,Graduate,Male,Private,Yes
246,21000.0,19000.0,Salaried,25.0,Married,3.0,730.0,3.0,0.53,360000.0,435000.0,760000.0,60.0,Personal,Rural,Graduate,Male,Private,No
247,24000.0,2000.0,Salaried,55.0,Single,2.0,568.0,2.0,0.546,255000.0,425000.0,525000.0,60.0,Personal,Urban,Graduate,Female,Public,No
248,218000.0,86000.0,Unemployed,24.0,Married,0.0,740.0,3.0,0.264,630000.0,240000.0,975000.0,84.0,Education,Semiurban,Graduate,Male,Other,Yes
249,486000.0,108000.0,Salaried,30.0,Married,2.0,688.0,4.0,0.312,2865000.0,585000.0,465000.0,72.0,Car,Semiurban,Graduate,Male,Private,Yes
250,23000.0,19500.0,Self-employed,38.0,Single,0.0,658.0,2.0,0.566,155000.0,665000.0,1955000.0,180.0,Education,Urban,Graduate,Male,Private,No
251,41500.0,14500.0,Salaried,52.0,Single,2.0,675.0,5.0,0.499,185000.0,310000.0,485000.0,84.0,Personal,Semiurban,Graduate,Female,Private,No
252,71000.0,3000.0,Salaried,23.0,Married,2.0,680.0,4.0,1.5,0.0,19970000.0,12000000.0,300.0,Home,Rural,Not Graduate,Female,Government,No
253,201000.0,14500.0,Salaried,32.0,Single,1.0,774.0,2.0,0.192,1230000.0,655000.0,1140000.0,84.0,Personal,Semiurban,Graduate,Male,Public,Yes
254,26000.0,25000.0,Self-employed,36.0,Married,0.0,850.0,0.0,0.21,315000.0,1225000.0,995000.0,180.0,Business,Urban,Graduate,Female,Private,Yes
255,46000.0,6500.0,Self-employed,53.0,Single,3.0,769.0,1.0,1.5,115000.0,15645000.0,10100000.0,300.0,Home,Semiurban,Not Graduate,Male,Government,No
256,98500.0,19000.0,Salaried,64.0,Married,3.0,653.0,3.0,0.201,335000.0,630000.0,395000.0,300.0,Home,Urban,Graduate,Male,Public,No
257,76000.0,42500.0,Salaried,48.0,Married,2.0,731.0,0.0,1.022,965000.0,14555000.0,11265000.0,180.0,Business,Semiurban,Not Graduate,Female,Private,No
258,41500.0,11500.0,Salaried,43.0,Married,4.0,734.0,2.0,0.237,105000.0,420000.0,505000.0,180.0,Business,Semiurban,Graduate,Female,Private,Yes
259,49500.0,19000.0,Salaried,36.0,Married,3.0,630.0,2.0,0.843,455000.0,6200000.0,5330000.0,300.0,Home,Semiurban,Graduate,Male,Private,No
260,19500.0,0.0,Salaried,58.0,Single,0.0,608.0,4.0,0.986,85000.0,1245000.0,1410000.0,180.0,Education,Urban,Graduate,Male,Public,No
261,46000.0,8000.0,Unemployed,25.0,Married,2.0,686.0,3.0,1.013,515000.0,875000.0,1375000.0,36.0,Personal,Urban,Graduate,Male,Other,No
262,45000.0,0.0,Salaried,26.0,Married,1.0,743.0,3.0,0.397,0.0,245000.0,370000.0,60.0,Personal,Urban,Not Graduate,Male,Private,No
263,65500.0,11000.0,Salaried,30.0,Married,1.0,585.0,1.0,0.104,225000.0,35000.0,75000.0,48.0,Personal,Semiurban,Graduate,Female,Government,No
264,36500.0,14500.0,Salaried,33.0,Married,0.0,643.0,0.0,0.342,385000.0,820000.0,1320000.0,120.0,Business,Semiurban,Graduate,Male,Government,Yes
265,78500.0,25500.0,Salaried,41.0,Single,4.0,727.0,2.0,0.335,465000.0,3650000.0,2905000.0,240.0,Home,Semiurban,Graduate,Female,Private,Yes
266,117500.0,6000.0,Salaried,63.0,Married,2.0,693.0,1.0,0.068,535000.0,210000.0,195000.0,84.0,Education,Urban,Not Graduate,Male,Private,Yes
267,62000.0,13500.0,Self-employed,50.0,Single,0.0,782.0,2.0,0.52,75000.0,3970000.0,3640000.0,240.0,Home,Urban,Graduate,Female,Private,Yes
268,71500.0,6000.0,Self-employed,38.0,Single,1.0,598.0,5.0,0.356,0.0,385000.0,445000.0,36.0,Car,Semiurban,Graduate,Female,Private,No
269,57000.0,3500.0,Contract,30.0,Married,1.0,843.0,2.0,0.827,175000.0,1065000.0,1370000.0,36.0,Car,Semiurban,Not Graduate,Female,Private,No
270,55000.0,10500.0,Salaried,50.0,Single,2.0,590.0,2.0,0.228,465000.0,435000.0,820000.0,120.0,Education,Rural,Graduate,Male,Private,No
271,32000.0,9500.0,Self-employed,32.0,Married,3.0,558.0,3.0,1.5,125000.0,8320000.0,11600000.0,84.0,Business,Urban,Graduate,Male,Private,No
272,69500.0,6000.0,Contract,64.0,Married,1.0,686.0,3.0,0.382,855000.0,615000.0,815000.0,60.0,Education,Urban,Graduate,Male,Private,No
273,51000.0,23500.0,Contract,42.0,Married,1.0,616.0,2.0,0.592,610000.0,930000.0,1190000.0,36.0,Car,Urban,Graduate,Male,Private,No
274,264500.0,87500.0,Contract,45.0,Married,2.0,687.0,2.0,0.205,3060000.0,3060000.0,2920000.0,240.0,Home,Semiurban,Not Graduate,Female,Private,Yes
275,179000.0,11000.0,Salaried,61.0,Married,1.0,685.0,0.0,0.043,1135000.0,180000.0,385000.0,60.0,Business,Semiurban,Graduate,Male,Private,Yes
276,73500.0,7000.0,Unemployed,34.0,Married,1.0,677.0,2.0,0.232,525000.0,20000.0,415000.0,84.0,Personal,Urban,Not Graduate,Male,Government,No
277,31000.0,5500.0,Contract,42.0,Single,0.0,635.0,1.0,0.648,160000.0,880000.0,985000.0,60.0,Personal,Urban,Graduate,Male,Government,No
278,24000.0,17500.0,Self-employed,44.0,Married,0.0,718.0,2.0,0.589,360000.0,855000.0,860000.0,48.0,Personal,Semiurban,Graduate,Male,Private,Yes
279,134500.0,26500.0,Self-employed,33.0,Single,1.0,669.0,3.0,0.22,385000.0,325000.0,385000.0,48.0,Personal,Urban,Graduate,Male,Private,Yes
280,67000.0,30500.0,Unemployed,23.0,Married,3.0,762.0,0.0,0.116,790000.0,425000.0,350000.0,36.0,Car,Semiurban,Graduate,Male,Private,Yes
281,79000.0,59500.0,Salaried,33.0,Single,1.0,678.0,2.0,0.205,615000.0,85000.0,895000.0,60.0,Personal,Urban,Graduate,Female,Private,Yes
282,15000.0,0.0,Self-employed,26.0,Married,0.0,627.0,0.0,1.5,110000.0,8490000.0,5000000.0,360.0,Home,Urban,Graduate,Male,Private,No
283,110500.0,41500.0,Self-employed,51.0,Married,2.0,580.0,1.0,0.6,660000.0,3660000.0,4010000.0,60.0,Business,Urban,Graduate,Female,Private,No
284,77500.0,27500.0,Self-employed,21.0,Married,4.0,679.0,0.0,0.219,130000.0,1725000.0,1385000.0,84.0,Business,Rural,Not Graduate,Male,Private,Yes
285,24000.0,3500.0,Self-employed,35.0,Single,1.0,608.0,0.0,0.085,70000.0,75000.0,110000.0,60.0,Personal,Urban,Graduate,Male,Government,Yes
286,38500.0,5000.0,Salaried,60.0,Single,0.0,602.0,5.0,1.281,150000.0,2345000.0,2990000.0,84.0,Business,Urban,Graduate,Female,Public,No
287,67000.0,39500.0,Salaried,46.0,Married,2.0,724.0,5.0,0.28,815000.0,145000.0,495000.0,36.0,Personal,Rural,Graduate,Female,Private,Yes
288,57000.0,13500.0,Salaried,51.0,Single,1.0,574.0,3.0,0.692,185000.0,225000.0,1750000.0,60.0,Personal,Urban,Graduate,Male,Other,No
289,44000.0,4500.0,Self-employed,51.0,Single,2.0,782.0,2.0,0.559,185000.0,1580000.0,1850000.0,120.0,Business,Urban,Graduate,Female,Private,Yes
290,51000.0,8000.0,Self-employed,34.0,Single,0.0,700.0,3.0,0.582,590000.0,870000.0,875000.0,48.0,Car,Urban,Not Graduate,Male,Public,No
291,45500.0,0.0,Contract,49.0,Married,0.0,687.0,4.0,0.703,370000.0,1510000.0,1395000.0,180.0,Education,Semiurban,Graduate,Male,Public,No
292,61500.0,6000.0,Self-employed,30.0,Single,1.0,623.0,2.0,0.29,730000.0,10000.0,290000.0,36.0,Personal,Semiurban,Graduate,Female,Government,No
293,166000.0,0.0,Self-employed,49.0,Single,2.0,740.0,0.0,0.043,890000.0,180000.0,280000.0,48.0,Personal,Rural,Graduate,Female,Private,Yes
294,15000.0,0.0,Salaried,51.0,Married,1.0,690.0,3.0,1.5,0.0,4265000.0,3220000.0,360.0,Home,Semiurban,Graduate,Male,Private,No
295,46000.0,6000.0,Self-employed,60.0,Married,0.0,645.0,5.0,0.525,355000.0,320000.0,750000.0,120.0,Business,Semiurban,Graduate,Female,Private,Yes
296,63000.0,16500.0,Contract,62.0,Married,1.0,703.0,1.0,0.391,805000.0,3255000.0,2880000.0,300.0,Home,Urban,Graduate,Female,Private,Yes
297,68500.0,36500.0,Self-employed,22.0,Single,2.0,581.0,2.0,0.708,740000.0,1335000.0,2865000.0,60.0,Personal,Rural,Graduate,Male,Other,No
298,41500.0,20000.0,Contract,34.0,Married,0.0,584.0,1.0,1.298,60000.0,10990000.0,8490000.0,300.0,Home,Rural,Graduate,Male,Private,No
299,15000.0,6000.0,Unemployed,45.0,Married,2.0,617.0,1.0,1.004,0.0,925000.0,1100000.0,72.0,Car,Rural,Not Graduate,Male,Other,No
300,70500.0,33000.0,Salaried,35.0,Married,2.0,713.0,3.0,0.528,350000.0,75000.0,2020000.0,60.0,Personal,Urban,Graduate,Male,Public,No
301,201000.0,87500.0,Self-employed,48.0,Single,1.0,690.0,1.0,0.096,110000.0,165000.0,515000.0,84.0,Education,Semiurban,Graduate,Female,Public,Yes
302,17500.0,7000.0,Salaried,59.0,Single,4.0,758.0,4.0,1.5,175000.0,4330000.0,4705000.0,60.0,Personal,Semiurban,Graduate,Male,Private,No
303,105000.0,15000.0,Salaried,32.0,Married,3.0,630.0,3.0,0.428,45000.0,3805000.0,2365000.0,240.0,Home,Rural,Graduate,Male,Private,No
304,43000.0,3000.0,Salaried,61.0,Married,1.0,727.0,0.0,1.5,265000.0,14710000.0,15000000.0,360.0,Home,Urban,Graduate,Male,Public,No
305,52500.0,13500.0,Salaried,60.0,Single,0.0,683.0,3.0,1.5,270000.0,21695000.0,15000000.0,240.0,Home,Rural,Graduate,Male,Private,No
306,25000.0,0.0,Salaried,62.0,Married,1.0,629.0,3.0,0.442,125000.0,365000.0,290000.0,60.0,Car,Semiurban,Graduate,Female,Government,Yes
307,43000.0,7000.0,Self-employed,24.0,Married,0.0,715.0,2.0,1.021,335000.0,610000.0,3235000.0,120.0,Education,Rural,Graduate,Male,Private,No
308,146000.0,35000.0,Salaried,34.0,Single,1.0,686.0,2.0,0.194,200000.0,55000.0,385000.0,60.0,Personal,Semiurban,Graduate,Male,Government,Yes
309,85000.0,50000.0,Salaried,26.0,Married,3.0,649.0,3.0,0.271,830000.0,5000.0,300000.0,24.0,Personal,Rural,Not Graduate,Male,Other,No
310,201500.0,3500.0,Salaried,26.0,Married,3.0,693.0,2.0,0.43,385000.0,5315000.0,5465000.0,300.0,Home,Urban,Not Graduate,Female,Private,Yes
311,133000.0,22000.0,Salaried,23.0,Married,1.0,682.0,0.0,0.048,80000.0,895000.0,690000.0,180.0,Business,Urban,Not Graduate,Female,Private,Yes
312,76500.0,25000.0,Contract,40.0,Single,1.0,680.0,1.0,0.338,790000.0,3755000.0,2900000.0,240.0,Business,Urban,Graduate,Female,Private,Yes
313,203500.0,63000.0,Salaried,24.0,Single,0.0,663.0,1.0,0.076,50000.0,280000.0,470000.0,120.0,Education,Rural,Not Graduate,Male,Private,Yes
314,76500.0,0.0,Salaried,34.0,Married,1.0,605.0,3.0,0.825,285000.0,4615000.0,4070000.0,180.0,Home,Urban,Graduate,Male,Private,No
315,102500.0,48000.0,Unemployed,65.0,Single,0.0,695.0,0.0,0.281,1090000.0,1480000.0,1665000.0,48.0,Personal,Semiurban,Graduate,Female,Private,Yes
316,44000.0,3000.0,Contract,60.0,Single,3.0,638.0,2.0,0.887,200000.0,1600000.0,2600000.0,120.0,Business,Rural,Not Graduate,Female,Private,No
317,58000.0,16500.0,Self-employed,63.0,Single,3.0,624.0,2.0,0.466,190000.0,2425000.0,2580000.0,180.0,Home,Rural,Not Graduate,Male,Private,No
318,32500.0,14000.0,Self-employed,22.0,Married,0.0,674.0,3.0,0.69,240000.0,965000.0,1280000.0,72.0,Car,Semiurban,Graduate,Female,Private,No
319,115500.0,43500.0,Salaried,50.0,Married,2.0,738.0,2.0,0.172,695000.0,635000.0,475000.0,120.0,Business,Rural,Not Graduate,Male,Private,No
320,22500.0,1000.0,Self-employed,49.0,Single,2.0,702.0,4.0,0.646,125000.0,400000.0,510000.0,84.0,Education,Urban,Graduate,Male,Private,No
321,99000.0,26500.0,Salaried,26.0,Married,3.0,655.0,4.0,0.333,1240000.0,730000.0,680000.0,48.0,Car,Semiurban,Graduate,Female,Public,Yes
322,47500.0,15500.0,Salaried,61.0,Married,1.0,653.0,1.0,0.811,105000.0,810000.0,1015000.0,24.0,Personal,Semiurban,Graduate,Male,Public,No
323,132500.0,15000.0,Salaried,39.0,Married,0.0,731.0,3.0,0.465,850000.0,1475000.0,2645000.0,120.0,Business,Rural,Graduate,Female,Private,No
324,96500.0,15500.0,Self-employed,64.0,Single,2.0,534.0,1.0,0.238,200000.0,345000.0,810000.0,48.0,Personal,Urban,Not Graduate,Male,Private,No
325,215500.0,72000.0,Salaried,26.0,Married,0.0,742.0,3.0,0.26,115000.0,2275000.0,1755000.0,84.0,Business,Urban,Graduate,Female,Government,Yes
326,95000.0,5000.0,Salaried,50.0,Married,2.0,568.0,2.0,0.2,1135000.0,245000.0,245000.0,60.0,Personal,Semiurban,Graduate,Male,Other,No
327,17000.0,10000.0,Salaried,26.0,Single,0.0,598.0,1.0,1.5,80000.0,1855000.0,3290000.0,84.0,Education,Semiurban,Not Graduate,Female,Other,No
328,52500.0,16500.0,Self-employed,63.0,Married,2.0,657.0,1.0,0.218,185000.0,495000.0,930000.0,120.0,Business,Rural,Not Graduate,Female,Government,Yes
329,23000.0,9000.0,Salaried,48.0,Married,3.0,831.0,2.0,0.495,175000.0,785000.0,730000.0,72.0,Personal,Semiurban,Not Graduate,Male,Private,Yes
330,37500.0,4500.0,Salaried,24.0,Married,0.0,799.0,3.0,0.977,160000.0,3800000.0,3180000.0,240.0,Home,Rural,Not Graduate,Male,Private,No
331,171000.0,38000.0,Salaried,30.0,Married,1.0,736.0,3.0,0.496,1400000.0,6320000.0,5650000.0,240.0,Home,Semiurban,Not Graduate,Male,Government,No
332,88500.0,1000.0,Self-employed,37.0,Single,2.0,713.0,0.0,0.074,495000.0,80000.0,615000.0,180.0,Education,Rural,Graduate,Male,Other,Yes
